Name,City,Cuisine Style,Ranking,Restaurants Count,Ranking Normalized,Rating,Price Range,Number of Reviews
Restaurant de la Tour,Paris,"Local cuisine, French, European, Vegetarian Friendly, Vegan Options",165,16668,0.009899208063354932,4.5,$$ - $$$,560
Svejk,Athens,"European, Czech, Central European, Eastern European",482,2438,0.19770303527481542,4.5,$$ - $$$,84
Colonna,Paris,"Italian, Pizza, Mediterranean",8907,16668,0.5343772498200144,3.5,$$ - $$$,149
THE STAR,London,"Bar, Pub",10850,19359,0.5604628338240611,4.0,$$ - $$$,17
Restaurante Tinoco,Lisbon,"European, Portuguese",1330,4685,0.2838847385272145,5.0,$,24
Thai Delight Restaurant,London,"Asian, Thai",7894,19359,0.40776899633245517,4.5,$$ - $$$,25
Arc En Ciel,Paris,"Asian, Vietnamese",11722,16668,0.7032637389008879,4.0,$,11
U Mulinu,Paris,"Diner, French, Mediterranean, European",757,16668,0.04541636669066475,4.5,$$ - $$$,370
L'ATELIER DE MARTIAL,Paris,"French, Deli, Diner",11817,16668,0.708963282937365,5.0,$$$$,2
Bambi Presszo, Budapest,"Cafe, European, Hungarian",136,309,0.4401294498381877,4.0,$,66
Ramen-Jin,Barcelona,"Spanish, Asian, Korean, Mediterranean, Indonesian",5099,9312,0.5475730240549829,4.0,$$ - $$$,10
Restauracja Pino Garden,Krakow,"Italian, Mediterranean, European, Central European",259,1589,0.16299559471365638,4.0,$$ - $$$,218
Baiyor,Madrid,"Asian, Thai",1190,10890,0.10927456382001836,4.5,$$ - $$$,62
Escape cafe,Dublin,Irish,1895,2313,0.819282317336792,3.0,$,1
boca bocata,Barcelona,"Mediterranean, Spanish",5914,9312,0.635094501718213,3.5,$$ - $$$,11
Helenes Krog & Bar,Stockholm,"European, International",699,2880,0.24270833333333333,3.5,$$ - $$$,95
La Mancha En Madrid,Madrid,Spanish,4356,10890,0.4,4.0,$$ - $$$,23
Wybeck,Ixelles,,187,243,0.7695473251028807,3.5,$$ - $$$,15
Nuss Cafe Bar,Vienna,"Cafe, International, Central European",893,3953,0.2259043764229699,4.5,$$ - $$$,47
EquiTable im Sankt Meinrad,Zurich,"Swiss, European, Central European",44,1795,0.024512534818941504,4.5,$$$$,201
Kediri,Amsterdam,"Indonesian, Asian",1951,3854,0.5062272963155163,4.5,$$ - $$$,20
Muerde la Pasta Xanadu,Madrid,"Italian, Mediterranean, European",69,76,0.9078947368421053,3.0,$,382
Burger House,Munich,"American, Fast Food",1557,3020,0.5155629139072848,4.0,$,32
Royal Indian Restaurant & Take Away,Valby,"Indian, Asian",16,63,0.25396825396825395,3.5,$$ - $$$,65
Asia Wok,Berlin,"Asian, Vietnamese, Chinese",3126,7127,0.4386137224638698,4.5,$,16
Kashmir A Culinary Paradise,London,"Indian, Asian, Vegetarian Friendly, Vegan Options, Halal",922,19359,0.04762642698486492,4.5,$$ - $$$,190
Cafeteria Cerveceria Ya Ya,Barcelona,"Fast Food, Spanish, Bar, Mediterranean, Pub",5576,9312,0.5987972508591065,3.5,$,15
Lost Society,London,"Bar, European",1904,19359,0.09835218761299654,4.5,$$ - $$$,315
Giard...In,Milan,"Italian, Pub, Bar, Fast Food",3260,7025,0.46405693950177934,4.0,$,38
Ker Juliette,Paris,"French, Fast Food",6078,16668,0.3646508279337653,4.0,$$ - $$$,46
Kamii,Milan,"Chinese, Japanese, Seafood, Sushi, Asian",1412,7025,0.20099644128113878,4.0,$,189
La Traboulerie,Lyon,French,340,2705,0.1256931608133087,4.0,$$ - $$$,828
Nonsolo Pizza,Warsaw,"Italian, Pizza, European",244,3007,0.08114399733954107,4.0,$$ - $$$,237
Classic Nouveau,Athens,FEATURES,716,2438,0.2936833470057424,4.5,$$ - $$$,25
Pizza Tonda,Rome,Pizza,2141,10586,0.20224825240884187,4.0,$$ - $$$,734
Ceylon,Milan,Indian,6070,7025,0.8640569395017793,3.0,$,15
Tuana Restaurant,London,"Mediterranean, Turkish, Middle Eastern",15948,19359,0.8238028823802882,4.5,$$ - $$$,101
Belushi's,Barcelona,"American, Bar, Pub, International",973,9312,0.10448883161512028,4.0,$$ - $$$,295
Hao Hong,Prague,"Chinese, Sushi",2971,5235,0.5675262655205349,4.0,$,4
Armazem do Caffe Porto Baixa, Porto,Cafe,58,82,0.7073170731707317,4.5,$,15
Resto du Parc,Paris,Fast Food,10921,16668,0.6552075833933285,4.0,$,11
Frame Brasserie,Paris,"French, American, European",611,16668,0.03665706743460523,4.0,$$ - $$$,784
Tokaji Borozo,Budapest,"Wine Bar, European, Hungarian",632,2933,0.21547903170814867,5.0,$,31
La Maison de Charly,Paris,"Moroccan, Mediterranean",3831,16668,0.22984161267098632,3.5,$$ - $$$,339
Patisserie Valerie,burgh,Cafe,60,65,0.9230769230769231,3.5,$$ - $$$,33
The Royal Standard,London,"Brew Pub, British",5636,19359,0.2911307402241851,4.0,$$ - $$$,135
My Old Dutch Pancake House,London,"Dutch, European",3429,19359,0.17712691771269176,3.5,$$ - $$$,373
5 Terre,Milan,"Italian, Seafood, Mediterranean",2139,7025,0.30448398576512453,3.5,$$ - $$$,202
Balutschistan,Hamburg,"Pakistani, Middle Eastern",2118,3157,0.6708900855242319,3.0,$$ - $$$,39
Kafeneio To 111,Athens,"Mediterranean, Greek, Bar, Pub",776,2438,0.31829368334700575,4.0,$$ - $$$,66
Bistro Bar Cel Ona,Barcelona,"Japanese, Mediterranean",2718,9312,0.2918814432989691,4.0,$$ - $$$,51
Sushi Orfila,Paris,"Sushi, Asian, Japanese",10313,16668,0.6187305015598752,3.5,$$ - $$$,15
Clash Restaurant,Milan,"Italian, American",4015,7025,0.5715302491103202,3.5,$$ - $$$,40
Estrella central,Madrid,"Chinese, Sushi, Asian",3819,10890,0.3506887052341598,3.5,$$ - $$$,56
Moustache,Berlin,French,1645,7127,0.2308124035358496,4.5,$$ - $$$,27
Happiness Garden,London,"Chinese, Asian, Japanese, Thai, Fusion",12501,19359,0.6457461645746164,3.5,$$ - $$$,20
Jem Jem,Warsaw,Asian,2010,3007,0.6684403059527768,4.0,$,3
Stella Cocktail Club,Dublin,"Mexican, American, European, Spanish, Asian",842,2313,0.3640293990488543,4.5,$$ - $$$,31
Arte Restaurante,Lisbon,"Portuguese, European",4314,4685,0.9208110992529349,2.5,$,24
McDonald's,Milan,Fast Food,6589,7025,0.9379359430604982,2.0,$,24
Chez Gaston,Paris,"French, European, Bar, Pub",7917,16668,0.4749820014398848,3.5,$$ - $$$,176
Burrito Mex,London,"Mexican, Fast Food, Street Food",2670,19359,0.13792034712536805,4.5,$,154
Alplings,Edinburgh,"Austrian, Cafe, European, Vegetarian Friendly, Vegan Options",427,1856,0.23006465517241378,5.0,$,64
La Pizza,Auderghem,"Italian, Pizza",14,41,0.34146341463414637,4.0,$,42
Pizzeria Luciano,Vienna,"Pizza, Italian",3518,3953,0.889956994687579,2.5,$,6
Indonesia Indah,Amsterdam,"Indonesian, Asian",2325,3854,0.6032693305656461,4.0,$,14
Taverna Moschos,Athens,Greek,831,2438,0.34085315832649715,4.5,$$ - $$$,20
Restaurang Pepe Nero,Stockholm,"Italian, Pizza",1364,2880,0.4736111111111111,3.5,$,18
Manko Paris,Paris,"Peruvian, Latin",3315,16668,0.19888408927285817,3.5,$$$$,666
Petrocelli,Berlin,"Italian, Mediterranean, European",1800,7127,0.2525606847200786,3.5,$$ - $$$,370
L'Ancien Laeken,Brussels,"French, Belgian, European",2515,3526,0.7132728304027226,3.5,$$ - $$$,6
Cafe Batalha,Porto,"European, Portuguese",1097,1900,0.5773684210526315,4.5,$,9
Bar Comercial,Munich,"Italian, Mediterranean, Bar, European, Pub",1489,3020,0.49304635761589405,3.5,$$ - $$$,98
Indian Garden,Stockholm,Indian,1112,2880,0.3861111111111111,3.5,$$ - $$$,100
Cafe Huvila,inki,"Dessert, Cafe, European, Scandinavian, Vegetarian Friendly",19,35,0.5428571428571428,4.5,$$ - $$$,25
Sagano,Geneva,"Japanese, Asian, Sushi",459,1674,0.27419354838709675,3.5,$$ - $$$,134
Primo Italian Street Food,Rome,"Italian, Mediterranean",5326,10586,0.5031173247685623,4.0,$,25
Rauch Juice Bar Wien Mitte,Vienna,"Pub, Healthy, Bar",2172,3953,0.5494561092840881,4.0,$,11
The River Terrace Cafe at Somerset House,London,Meals,8230,19359,0.4251252647347487,3.5,$$ - $$$,56
Amador,Vienna,European,245,3953,0.06197824437136352,4.5,$$$$,179
Maytetxu,Madrid,"European, Spanish, American",7052,10890,0.6475665748393021,3.0,$$ - $$$,61
Zubajda,Prague,"Bar, European, Czech, Central European",1037,5235,0.19808978032473734,4.0,$$ - $$$,128
Razowski's,Paris,"American, Bar",8109,16668,0.4865010799136069,3.5,$$ - $$$,315
Stelvio,Milan,"Italian, Lombard, Northern-Italian",1611,7025,0.2293238434163701,4.0,$$ - $$$,565
Venus & Adonis,Amsterdam,"Local cuisine, French, Dutch, International, European, Grill",235,3854,0.06097560975609756,4.5,$$ - $$$,718
Suba,Athens,"Sushi, Asian, Japanese",1278,2438,0.5242001640689089,4.0,$,15
La Sqala,Uccle,"Moroccan, Mediterranean, Healthy, Middle Eastern, Arabic",10,113,0.08849557522123894,5.0,$$ - $$$,49
Chope de la poste,Paris,Thai,12702,16668,0.7620590352771778,4.5,$$ - $$$,2
XV Burger,Paris,"American, Fast Food",83,16668,0.00497960163186945,5.0,$,120
Splendid Bar Italia,Vienna,European,3657,3953,0.9251201619023527,2.5,$$ - $$$,38
Kyoto Takoyaki,Krakow,"Japanese, Seafood",1247,1589,0.7847702957835117,4.0,$,2
Le Reau,Paris,French,8161,16668,0.4896208303335733,4.0,$$ - $$$,42
le trumilou,Paris,"Local cuisine, French, European",1024,16668,0.061435085193184545,4.0,$$ - $$$,483
Frankie & Benny’s,South Queensferry,Italian,14,26,0.5384615384615384,3.5,$$ - $$$,287
Bar and Restaurant Oasis,Prague,Cafe,3777,5235,0.7214899713467049,5.0,$,1
Villa Borghese,Rome,Meals,3476,10586,0.3283582089552239,4.5,$$ - $$$,35
Denay Coffee Bar,Madrid,Spanish,1825,10890,0.16758494031221305,5.0,$$ - $$$,36
Fat Boys Cafe,London,"Cafe, British",6320,19359,0.32646314375742547,4.5,$,27
Istambul Kebab e pizza,Milan,Turkish,4902,7025,0.6977935943060498,3.5,$,6
Pizza Hut,Paris,"Italian, Pizza",14080,16668,0.8447324214062875,3.0,$,17
KCPeaches,Dublin,"Cafe, Irish, European",839,2313,0.3627323821876351,4.0,$$ - $$$,82
Taverna tis Mpompenas,Athens,Greek,1383,2438,0.5672682526661198,5.0,$$ - $$$,8
Ecluse Ma Boutique,Paris,French,6725,16668,0.40346772258219343,3.5,$$ - $$$,90
Cafe Marinho,Porto,"Portuguese, European",599,1900,0.31526315789473686,4.0,$,76
Chez Patricia,Pointe-a-Pitre,French,61,73,0.8356164383561644,3.0,$,1
Restaurant Sakura,Paris,"Japanese, Asian",13605,16668,0.8162347012239021,3.0,$,19
Il Timo,Paris,"Italian, European, Fast Food",2261,16668,0.13564914806815453,4.5,$,85
The Milroy Restaurant,London,British,11301,19359,0.5837594917092825,4.5,$$$$,6
Csalogany 26 Etterem,Budapest,"European, Central European, Hungarian, Fusion",113,2933,0.03852710535288101,4.5,$$$$,449
La Trattoria,Brussels,"Italian, French",2422,3526,0.68689733408962,4.0,$$ - $$$,7
GREKISKA Grill & bar Globen,Stockholm,Greek,1389,2880,0.4822916666666667,3.5,$$ - $$$,29
Le Chaumontois,Paris,"Moroccan, Mediterranean",9418,16668,0.5650347972162227,4.5,$,7
Ciudad de Gran Muralla,Madrid,Chinese,5895,10890,0.5413223140495868,4.0,$$ - $$$,8
House Pizza,Krakow,Italian,763,1589,0.4801762114537445,4.0,$$ - $$$,47
Cafe Bistro Evelin,Berlin,German,5397,7127,0.7572611196857023,3.5,$$ - $$$,15
Heladeria Livorno,Madrid,"Italian, Spanish, Argentinean",5075,10890,0.4660238751147842,4.0,$,17
Firezza,London,"Pizza, Fast Food",16675,19359,0.8613564750245364,2.0,$,29
Txotx,London,"Spanish, British",8340,19359,0.43080737641407096,4.0,$$ - $$$,36
Hermanos Ortiz Sanz,Madrid,Cafe,5803,10890,0.5328741965105601,4.0,$,9
Yada’s Kurdish Restaurant,London,Middle Eastern,4277,19359,0.22093083320419443,4.5,$,35
manekiNEKO Sushi,Barcelona,"Japanese, Sushi, Asian",3912,9312,0.42010309278350516,4.0,$$ - $$$,20
Cafe & Bar Celona Hamburg Eppendorf,Hamburg,"German, Spanish",1572,3157,0.497941083306937,3.5,$$ - $$$,76
Mazzoli's,Copenhagen,"Italian, Pizza",1317,2333,0.5645092156022289,3.0,$$ - $$$,246
Peter Pan,Milan,"Brew Pub, Cafe, Pub",6012,7025,0.8558007117437723,3.0,$,8
Le Petit Cafe,London,Deli,10802,19359,0.5579833669094478,4.0,$$ - $$$,17
Capricciosa Doca Santo Amaro,Lisbon,"Italian, Pizza, European, Mediterranean",1661,4685,0.35453575240128066,3.5,$$ - $$$,156
Cafe Smalle,Amsterdam,"Dutch, Bar, Cafe, European",238,3854,0.06175402179553711,4.5,$$ - $$$,529
Grill Steakhouse mama,Amsterdam,Middle Eastern,2660,3854,0.6901920083030617,4.0,$,17
MOX,Madrid,Special Diets,3000,10890,0.27548209366391185,4.5,$$ - $$$,29
O Cantinho de Sao Jose,Lisbon,"Mediterranean, European, Portuguese",334,4685,0.0712913553895411,4.5,$,363
Sushi Yoshihashi,Prague,"Japanese, Seafood, Sushi, Asian, Vegetarian Friendly",943,5235,0.18013371537726838,4.5,$$ - $$$,63
Desi Cuisine,Edinburgh,"Indian, Middle Eastern, Pakistani",1527,1856,0.8227370689655172,4.0,$$ - $$$,2
Moments,Barcelona,"Local cuisine, Mediterranean, European, Spanish, Catalan",476,9312,0.05111683848797251,4.5,$$$$,705
Pho,London,"Asian, Vietnamese, Vegetarian Friendly, Vegan Options, Gluten Free Options",3859,19359,0.19933880882276978,4.0,$$ - $$$,135
Tartine Artisanal,London,Cafe,7356,19359,0.3799783046644971,3.5,$$ - $$$,118
Subway,Berlin,"Deli, Fast Food",3663,7127,0.51396099340536,3.5,$,31
Akashi Sushi,Paris,"Japanese, Asian, Sushi",14434,16668,0.8659707223422126,3.0,$$ - $$$,45
aux bons produits,Paris,French,9861,16668,0.5916126709863211,4.5,$$ - $$$,9
Cerveceria Cruz Blanca,Madrid,Spanish,7658,10890,0.7032139577594123,3.5,$$ - $$$,14
Les Delices d'Aphrodite,Paris,"European, Greek, Mediterranean",2015,16668,0.12089032877369811,4.0,$$ - $$$,383
Caffe Italia,Prague,"Cafe, European, Central European",4161,5235,0.7948424068767909,3.0,$$ - $$$,526
Ristorante Gallura,Rome,"Seafood, Italian, Sardinian, Southern-Italian",815,10586,0.07698847534479501,4.5,$$$$,477
Momoya,Rome,"Chinese, Japanese, Sushi, Asian",5280,10586,0.49877196296996035,3.5,$$ - $$$,53
Tamarin,Helsinki,"Asian, Thai",356,1474,0.24151967435549526,3.5,$$ - $$$,98
Kyo Fuji,Paris,"Japanese, Sushi, Asian",5617,16668,0.33699304055675544,4.5,$$ - $$$,28
Cafe Engelchen,Berlin,German,6372,7127,0.8940648239090782,4.0,$$ - $$$,9
Hoa Sen,Budapest,Vietnamese,1068,2933,0.36413228775997275,4.5,$$ - $$$,18
Chez Julie,Paris,"French, Cafe, Deli",12119,16668,0.7270818334533238,4.0,$,4
Stable Bar,Edinburgh,"Local cuisine, British, Vegetarian Friendly, Vegan Options",479,1856,0.25808189655172414,4.0,$$ - $$$,363
La Fabula,Madrid,Spanish,5492,10890,0.504315886134068,4.0,$$ - $$$,27
The Breakfast Club,London,"American, Cafe, British",2286,19359,0.11808461180846118,4.0,$$ - $$$,491
Taiyo,Paris,"Asian, Korean",10282,16668,0.6168706503479722,4.0,$,8
LadyBug,Lisbon,"Cafe, Fast Food",2113,4685,0.4510138740661686,4.5,$,15
The Place,Madrid,"American, Cafe",5488,10890,0.5039485766758494,4.5,$,5
Maexico (fmr. Barburrito),Copenhagen,"Mexican, Latin, Central American",220,2333,0.09429918559794256,4.0,$$ - $$$,275
Le Volcan,Paris,"Local cuisine, French, European, Vegetarian Friendly, Vegan Options",1905,16668,0.11429085673146148,4.0,$$ - $$$,380
Kungfu Kitchen,Helsinki,"Korean, Asian",190,1474,0.12890094979647218,4.0,$$ - $$$,92
Flesh Restaurant Pigalle et Canal St Martin,Paris,"Barbecue, European",103,16668,0.006179505639548836,4.5,$$ - $$$,714
Restaurante De Jaleo - Calle Narvaez,Madrid,Spanish,6055,10890,0.5560146923783288,3.5,$$ - $$$,28
The Dayrooms Cafe,London,"Cafe, Healthy",8466,19359,0.437315977064931,4.0,$$ - $$$,28
Salieri Pizzeria,Vienna,"Italian, Pizza, Mediterranean, European",1103,3953,0.27902858588413865,3.5,$$ - $$$,272
Le Buisson Ardent,Paris,"French, European",950,16668,0.05699544036477082,4.5,$$$$,988
Cafe Freudberg,Berlin,"German, Cafe",5316,7127,0.7458958888732987,3.5,$$ - $$$,13
West 42nd Concept Bar,Madrid,Special Diets,2173,10890,0.1995408631772268,4.0,$$ - $$$,87
La Nuova Voglia di Pizza,Rome,"Italian, Pizza",5387,10586,0.5088796523710561,4.0,$,30
Be Veggie,Paris,French,9017,16668,0.540976721862251,5.0,$$ - $$$,6
Neal's Yard,Edinburgh,,1298,1856,0.6993534482758621,4.5,$$ - $$$,5
Pipa & Co,Madrid,"Mediterranean, European, Spanish, Contemporary",2226,10890,0.20440771349862258,3.5,$$ - $$$,926
Cabotte Restaurant,London,"French, European",1877,19359,0.09695748747352652,4.5,$$ - $$$,116
Brasserie Belle-Vue,Brussels,"Belgian, European, French",2313,3526,0.6559841179807147,3.5,$$ - $$$,11
Pasticceria Novelli,Rome,Italian,6128,10586,0.5788777630833176,5.0,$,7
Call A Pizza,Berlin,Pizza,6401,7127,0.8981338571629016,2.0,$$ - $$$,4
Bubbledogs,London,"American, Vegetarian Friendly",2874,19359,0.1484580815124748,3.5,$$ - $$$,786
Cafe Creme,London,"Cafe, British, Turkish",10053,19359,0.5192933519293352,4.0,$,15
Simple Health Kitchen,London,"Deli, Healthy",1441,1819,0.7921935129191864,3.5,$$ - $$$,69
Le Piano Vache,Paris,Pub,4820,16668,0.28917686585073193,4.0,$$ - $$$,107
O Comercial,Porto,"Local cuisine, European, Portuguese, Vegetarian Friendly",140,1900,0.07368421052631578,4.5,$$$$,602
STRAF restaurant,Milan,"Italian, Mediterranean, Fusion, International",2612,7025,0.3718149466192171,4.0,$$ - $$$,119
Deux Filles en Cusine,Lyon,French,956,2705,0.3534195933456562,4.5,$$ - $$$,33
Brasileirinho,Paris,"Grill, South American, Brazilian",2559,16668,0.1535277177825774,4.0,$$ - $$$,128
Menya Ramen,London,"Japanese, Asian, Soups",3169,19359,0.16369647192520276,4.5,$$ - $$$,99
Raza Nostra,Madrid,Steakhouse,4004,10890,0.36767676767676766,4.0,$$ - $$$,46
Trattoria Seitz,Munich,"Italian, European, Mediterranean",246,3020,0.0814569536423841,4.5,$$ - $$$,111
Waimai,Barcelona,"Japanese, Sushi",4092,9312,0.43943298969072164,5.0,$$ - $$$,8
Maison Malartre,Lyon,French,1102,2705,0.40739371534195934,4.0,$$ - $$$,48
McDonald's,Munich,Meals,2249,3020,0.7447019867549669,3.5,$,11
Trattoria Pizzeria A'Fenestella,Madrid,"Italian, Pizza, Mediterranean, European",593,10890,0.05445362718089991,4.0,$$ - $$$,255
Clubhouse Old Course,Amsterdam,"Dutch, European",1556,3854,0.4037363777893098,4.5,$$ - $$$,31
Capa na Baixa,Porto,"Mediterranean, European, Portuguese",384,1900,0.20210526315789473,4.0,$$ - $$$,359
Dionisos Aribau,Barcelona,"Mediterranean, European, Greek",1072,9312,0.11512027491408934,4.0,$$ - $$$,200
Thai Girder,London,"Asian, Thai, Vegetarian Friendly, Vegan Options",3935,19359,0.20326463143757426,4.0,$$ - $$$,98
Hakata Choten Les Halles,Paris,"Japanese, Asian",2464,16668,0.1478281737461003,4.5,$$ - $$$,107
Ristorante X&C,Milan,"Japanese, Sushi, Asian",1831,7025,0.2606405693950178,4.0,$,169
Enrique Tomas,Madrid,"Spanish, Mediterranean, Diner",9823,10890,0.902020202020202,2.0,$$ - $$$,10
Centimeter II am Spittelberg,Vienna,"German, Austrian, Bar, European, Pub, Central European",493,3953,0.12471540602074374,3.5,$,716
Da Chicco,Rome,"Central-Italian, Romana, Lazio",1264,10586,0.11940298507462686,4.0,$,647
Le Sultan,Paris,Turkish,9780,16668,0.5867530597552196,4.0,$$ - $$$,21
La Cafeteria,Warsaw,Meals,1447,3007,0.4812105088127702,4.0,$$ - $$$,15
Le Cafe Livres,Paris,"Bar, European, French",6470,16668,0.38816894648428124,3.5,$$ - $$$,258
Novecento,Barcelona,"Mediterranean, Spanish",3614,9312,0.38810137457044674,4.0,$$ - $$$,22
Akasaka,Paris,"Japanese, Asian, Sushi",2240,16668,0.13438924886009118,4.5,$$ - $$$,86
Old Tenconi Pub,Milan,"Bar, Pub",114,303,0.37623762376237624,4.0,$,25
The Lane,London,"Indian, Asian, Bangladeshi",9250,19359,0.47781393667028255,3.5,$$ - $$$,75
KFC,London,American,16626,19359,0.8588253525492019,1.5,$,6
Harry Morgan Restaurant & Deli,London,Vegetarian Friendly,10897,19359,0.5628906451779534,3.0,$$ - $$$,335
Aristocampo,Rome,"Italian, Bar",3224,10586,0.3045531834498394,3.5,$,190
Restaurant Akropolis,Vienna,Greek,1064,3953,0.26916266126992155,4.0,$$ - $$$,65
Vecchia Milano,Madrid,"Italian, Mediterranean",1128,10890,0.10358126721763085,4.5,$$ - $$$,122
Fuso Orario,Rome,"Italian, Steakhouse, Pizza, Mediterranean, Barbecue, Romana, Lazio, Central-Italian",777,10586,0.07339882864160212,4.0,$$ - $$$,465
Vitaminas E Sabores,Lisbon,European,3545,4685,0.7566702241195304,3.5,$,21
Indian Kitchen,Athens,"Indian, Asian",242,2438,0.0992616899097621,4.0,$$ - $$$,386
Beth Cafe,Berlin,"Cafe, Middle Eastern, Israeli",3164,7127,0.4439455591412937,3.5,$$ - $$$,65
Snug Art Cafe,London,"Cafe, Indian, European, British",5008,19359,0.25869104809132704,4.5,$$ - $$$,31
Chez HASHANA,Paris,Indian,9812,16668,0.5886729061675066,4.0,$,17
Wright Brothers Battersea,London,"Seafood, British, Gluten Free Options",3365,19359,0.17382096182654064,4.0,$$ - $$$,156
Le Petit Indien,Paris,"Indian, Pakistani",7389,16668,0.44330453563714906,3.5,$$ - $$$,73
Caramel,Berlin,"German, Mediterranean, Turkish",3408,7127,0.4781815630700154,4.5,$$ - $$$,9
Osteria la Carbonella,Milan,"Italian, Steakhouse, Mediterranean, Barbecue",4214,7025,0.5998576512455516,3.0,$$ - $$$,184
Mas que pintxos,Madrid,"Spanish, Pub",5516,10890,0.5065197428833792,3.5,$$ - $$$,73
Black and Gold Irish Tavern,Madrid,"Bar, European, Spanish, Pub",6549,10890,0.6013774104683196,3.5,$$ - $$$,41
Vin et Maree Voltaire Nation,Paris,"French, Seafood, European",2917,16668,0.1750059995200384,3.5,$$ - $$$,447
Restaurante Maracana,Lisbon,"European, Portuguese",2214,4685,0.47257203842049095,3.5,$$ - $$$,192
Pastelaria Treno,Lisbon,"Portuguese, European",1938,4685,0.4136606189967983,4.0,$,40
Gaucho - Smithfield,London,"Steakhouse, Argentinean, Wine Bar, Gluten Free Options",1830,19359,0.09452967611963428,4.0,$$$$,283
Guarantee,Athens,Special Diets,149,2438,0.06111566858080394,5.0,$,75
tibits Oerlikon,Zurich,"Healthy, International",212,1795,0.1181058495821727,4.0,$$ - $$$,123
La Bucherie,Paris,"French, European",8035,16668,0.48206143508519317,3.0,$$ - $$$,551
Fleischerei Palm,Berlin,"German, Grill",6014,7127,0.8438333099480847,3.0,$,3
Duke of Kendal,London,"Bar, British, Pub",3458,19359,0.17862492897360402,4.0,$$ - $$$,148
